Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL
"RM 528,000","Persiaran Serdang Perdana, Seri Kembangan, Selangor","Listed on Aug 15, 2025 (41m ago)","1,110 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/quaver-residence-for-sale-by-janice-lye-41074706
"RM 590,000","Jalan SS 7/26 Jalan Ss 7/26 Off Paradigm Mall, Damansara - Puchong Highway Ldp, Kelana Jaya, Petaling Jaya, Selangor","Listed on Aug 15, 2025 (45m ago)",945 sqft,2 Beds,2 Baths,Completion: 2017,Leasehold,https://www.propertyguru.com.my/property-listing/the-azure-residences-for-sale-by-paul-lee-42646992
"RM 568,000","Persiaran Wawasan Off Lebuhraya Damansara - Puchong (LDP), Puchong, Selangor","Listed on Aug 15, 2025 (45m ago)","1,138 sqft",3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/vio-serviced-apartments-setiawalk-for-sale-by-paul-lee-43103242
"RM 369,000","Persiaran Subang Mewah, Subang Jaya, Selangor","Listed on Aug 15, 2025 (45m ago)",775 sqft,2 Beds,2 Baths,Completion: 2018,Leasehold,https://www.propertyguru.com.my/property-listing/the-edge-residence-for-sale-by-paul-lee-60198899
"RM 350,000","Jalan Welfare Off Jalan Sungai Buloh, Sungai Buloh, Selangor","Listed on Aug 15, 2025 (46m ago)","504 sqft (floor),",1 Bed,1 Bath,Completion: 2018,Leasehold,https://www.propertyguru.com.my/property-listing/d-sara-sentral-for-sale-by-hao-pua-60365866
"RM 280,000","- Persiaran Bukit Puchong, Bandar Bukit Puchong, Puchong, Selangor","Listed on Aug 15, 2025 (48m ago)","1,007 sqft",3 Beds,2 Baths,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/the-heron-residency-for-sale-by-paul-lee-43460545
"RM 693,700","Jalan SS 16/1, Subang Jaya, Selangor","Listed on Aug 15, 2025 (50m ago)","1,927 sqft",3 Beds,3 Baths,Completion: 2010,Freehold,https://www.propertyguru.com.my/property-listing/subang-olives-residence-for-sale-by-thomas-ngu-400000449
"RM 1,124,640","Jalan SS 16/1, Subang Jaya, Selangor","Listed on Aug 15, 2025 (50m ago)","3,124 sqft",4 Beds,5 Baths,Completion: 2010,Freehold,https://www.propertyguru.com.my/property-listing/subang-olives-residence-for-sale-by-thomas-ngu-400000460
"RM 330,000","Jalan PJU 1A/3, Ara Damansara, Selangor","Listed on Aug 15, 2025 (55m ago)","500 sqft (floor),",1 Bed,1 Bath,Completion: 2017,Freehold,https://www.propertyguru.com.my/property-listing/maisson-for-sale-by-hao-pua-60365822
"RM 538,000","Petaling Jaya, Selangor","Listed on Aug 15, 2025 (1h ago)",775 sqft,2 Beds,2 Baths,Completion: 2028,Leasehold,https://www.propertyguru.com.my/property-listing/the-atera-petaling-jaya-phase-2-for-sale-by-yvonne-yep-42851290
"RM 578,000","Petaling Jaya, Selangor","Listed on Aug 15, 2025 (1h ago)",775 sqft,2 Beds,2 Baths,Completion: 2028,Leasehold,https://www.propertyguru.com.my/property-listing/the-atera-petaling-jaya-phase-2-for-sale-by-yvonne-yep-43409741
"RM 690,800","Petaling Jaya, Selangor","Listed on Aug 15, 2025 (1h ago)","1,022 sqft",3 Beds,2 Baths,Completion: 2028,Leasehold,https://www.propertyguru.com.my/property-listing/the-atera-petaling-jaya-phase-2-for-sale-by-yvonne-yep-43227389
"RM 338,000","Jalan Puchong Jalan Puchong Batu 13 1/2, Taman Industri Pusat Bandar Puchong, Puchong, Selangor","Listed on Aug 15, 2025 (1h ago)","1,022 sqft",3 Beds,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/koi-boulevard-for-sale-by-amelyn-thong-60238033
"RM 540,000","Amani Residences Persiaran Puteri, Bandar Puteri Puchong, Puchong, Selangor","Listed on Aug 15, 2025 (1h ago)",883 sqft,3 Beds,2 Baths,Service Residence,Freehold,https://www.propertyguru.com.my/property-listing/amani-residence-for-sale-by-denson-yong-42466402
