Price,Location,Posted,Size (sqft),Bedrooms,Bathrooms,Property Type,Tenure,URL,Facilities
"RM 400,500","225 Jalan Ampang, Taman U Thant,, Ampang Hilir, Ampang, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,528 sqft",3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/megan-ambassy-for-sale-by-elise-tan-60362642,"24 hours security, Bbq, Gym, Jacuzzi"
"RM 382,000","Residensi Pandanmas Kampung Indian Settlemen, Kampung Pandan, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",900 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/residensi-pandanmas-2-for-sale-by-siew-yoong-60362544,"24 hours security, Covered car park, Gym, Multi-purpose hall"
"RM 269,000","- Jalan Palong, Taman Miharja,, Taman Miharja, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",800 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/miharja-lrt-maluri-for-sale-by-perry-tai-500024004,"24 hours security, Covered car park"
"RM 788,000","- Jalan Bukit Kiara, Mont Kiara, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,375 sqft",3 Beds,2 Baths,Completion: 1993,Freehold,https://www.propertyguru.com.my/property-listing/mont-kiara-pines-for-sale-by-khor-js-60314173,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 1,200,000","Bangsar Baru, Bangsar, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,400 sqft",3 Beds,3 Baths,Apartment,,https://www.propertyguru.com.my/property-listing/the-lantern-bangsar-for-sale-by-jyan-wong-39615051,"24 hours security, Bbq, Clubhouse, Covered car park"
"RM 175,000","- Jalan Taman Seri Sentosa, Taman Sri Sentosa,, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",619 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/sri-sentosa-ac4-for-sale-by-samuel-lay-500023818,"24 hours security, Badminton hall, Covered car park, Multi-purpose hall"
"RM 288,000","- Lorong Ikan Emas, Taman Ikan Emas, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",820 sqft,3 Beds,1 Bath,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/pangsapuri-indah-mas-for-sale-by-kian-leap-43436152,"24 hours security, Covered car park, Lounge, Playground"
"RM 280,000","- Jalan Jelawat 2, Taman Ikan Emas, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",748 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/putra-suria-residence-for-sale-by-kian-leap-60007248,"24 hours security, Covered car park, Gym, Jogging track"
"RM 300,000","- Jalan Jelawat 2, Taman Ikan Emas, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",748 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/putra-suria-residence-for-sale-by-kian-leap-42809594,"24 hours security, Covered car park, Gym, Jogging track"
"RM 380,000","Jalan 1D/6 Jalan 1D/6, Taman Setapak Indah, Taman Setapak Indah, Setapak, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",900 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/indah-apartments-for-sale-by-abid-sabarudin-500023700,"24 hours security, Jogging track, Lounge, Nursery"
"RM 1,400,000","Jalan Bangsar, KL Eco City, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,119 sqft",2 Beds,2 Baths,Completion: 2013,Leasehold,https://www.propertyguru.com.my/property-listing/vogue-suites-one-for-sale-by-mike-tung-38986943,"24 hours security, Covered car park, Jacuzzi, Multi-purpose hall"
"RM 680,000","3 Jalan Aman, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",850 sqft,2 Beds,2 Baths,Completion: 2009,Freehold,https://www.propertyguru.com.my/property-listing/myhabitat-for-sale-by-mike-tung-25088375,"24 hours security, Cafes, Covered car park, Gym"
"RM 1,700,000","Jalan Tun Razak, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","2,315 sqft",5 Beds,4 Baths,Completion: 2007,Freehold,https://www.propertyguru.com.my/property-listing/dua-residency-for-sale-by-j-chee-42204830,"24 hours security, Cafes, Covered car park, Gym"
"RM 350,000","- Jalan 2/91A, Taman Shamelin Perkasa, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,047 sqft",3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/shamelin-bestari-for-sale-by-j-chee-42374592,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 130,000","Jalan 8/40, Segambut, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",750 sqft,2 Beds,1 Bath,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/greenview-apartment-for-sale-by-angeline-ooi-40424577,24 hours security
"RM 165,000","Jalan 8/40, Segambut, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",788 sqft,2 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/greenview-apartment-for-sale-by-angeline-ooi-40262010,24 hours security
"RM 195,000","Jalan 8/40, Segambut, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",850 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/greenview-apartment-for-sale-by-angeline-ooi-40262000,24 hours security
"RM 205,000","Jalan 8/40, Segambut, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",850 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/greenview-apartment-for-sale-by-angeline-ooi-40261998,24 hours security
"RM 300,000","Jalan Langkawi, Setapak, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",926 sqft,3 Beds,2 Baths,Completion: 2019,Freehold,https://www.propertyguru.com.my/property-listing/residensi-platinum-teratai-for-sale-by-mint-ong-60361755,"24 hours security, Gym, Multi-purpose hall, Nursery"
"RM 298,000","- Jalan Jelawat 2, Taman Ikan Emas, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",750 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/putra-suria-residence-for-sale-by-edwin-ng-500023441,"24 hours security, Covered car park, Gym, Jogging track"
"RM 300,000","- Jalan Jelawat 2, Taman Ikan Emas, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",750 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/putra-suria-residence-for-sale-by-edwin-ng-500023428,"24 hours security, Covered car park, Gym, Jogging track"
"RM 750,000","- Jalan Choo Cheng Khay, Kampung Attap, Kuala Lumpur, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,654 sqft",4 Beds,3 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/merdeka-view-apartment-for-sale-by-bh-tieh-40203916,24 hours security
"RM 280,000","Taman Sungai Besi, Salak Selatan, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",882 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/taman-sungai-besi-for-sale-by-terence-goh-39646387,"Parking, Playground"
"RM 275,000","No. 2 Jalan Terolak 6, Jalan Kuching, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,222 sqft",3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/sri-intan-2-for-sale-by-vyin-lim-500023378,"24 hours security, Bbq, Covered car park, Jogging track"
"RM 320,000","Jalan Impian Indah, Bukit Jalil, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,001 sqft",3 Beds,2 Baths,Completion: 2022,Leasehold,https://www.propertyguru.com.my/property-listing/ppa1m-mercu-jalil-for-sale-by-gary-chow-41462252,"24 hours security, Jogging track, Multi-purpose hall, Parking"
"RM 160,000","- Jalan Kerinchi, Pantai Dalam, Pantai, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",400 sqft,1 Bed,1 Bath,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/vista-angkasa-for-sale-by-dr-shahril-nizam-42973587,"24 hours security, Covered car park, Lounge, Perimeter fencing"
"RM 1,600,000","Jalan Tun Razak, KLCC, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","2,315 sqft",4 Beds,5 Baths,Completion: 2007,Freehold,https://www.propertyguru.com.my/property-listing/dua-residency-for-sale-by-joshua-tan-42353158,"24 hours security, Cafes, Covered car park, Gym"
"RM 450,000","Suria @ North Kiara Jalan 30/38a, Segambut, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",713 sqft,2 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/suria-north-kiara-for-sale-by-peggy-wong-60361382,"24 hours security, Bbq, Gym, Multi-purpose hall"
"RM 380,000","Jalan Impian Indah, Bukit Jalil, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2022,Leasehold,https://www.propertyguru.com.my/property-listing/ppa1m-mercu-jalil-for-sale-by-elvis-ho-43423274,"24 hours security, Jogging track, Multi-purpose hall, Parking"
"RM 488,000","Platinum South Valley, Bandar Tasik Selatan, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",947 sqft,3 Beds,2 Baths,Completion: 2028,Leasehold,https://www.propertyguru.com.my/property-listing/psv-2-residences-for-sale-by-jimmy-chiam-43170150,"24 hours security, Bbq, Covered car park, Gym"
"RM 275,000","- Jalan 1/133, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,011 sqft",3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/sentosa-court-for-sale-by-wl-wan-42875435,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 280,000","Jalan Tasik Permaisuri 2, Bandar Sri Permaisuri, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",859 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/the-lumayan-apartment-for-sale-by-wl-wan-43270350,"24 hours security, Parking, Playground, Retail stores"
"RM 260,000","- Jalan 3 / 48A, Sentul, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",886 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/menara-orkid-for-sale-by-wl-wan-42739567,"24 hours security, Bbq, Covered car park, Perimeter fencing"
"RM 225,000","Jalan 2/125, Desa Petaling, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",960 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/bukit-winner-winner-heights-for-sale-by-wl-wan-43369386,"24 hours security, Covered car park, Gym, Playground"
"RM 150,000","- Jalan 1A, Taman Segar, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",600 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/segar-ria-for-sale-by-wl-wan-60072283,Not Listed
"RM 350,000","Jalan 1/38g, Segambut, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",997 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/bukit-segambut-apartment-for-sale-by-wl-wan-43423174,"24 hours security, Bbq, Covered car park, Gym"
"RM 315,000","72A No. 72A, Jalan 2/48A, Sentul, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,000 sqft",3 Beds,2 Baths,Completion: 2006,Leasehold,https://www.propertyguru.com.my/property-listing/melur-apartment-for-sale-by-wl-wan-60069087,"24 hours security, Covered car park, Multi-purpose hall, Nursery"
"RM 150,000","- Off Lorong D1/5 Desa Aman Puri, Desa Aman Puri, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",650 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/desa-satu-for-sale-by-wl-wan-60249465,Parking
"RM 298,000","Jalan Sibu, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",547 sqft,1 Bed,1 Bath,Completion: 2024,Leasehold,https://www.propertyguru.com.my/property-listing/baron-residence-lake-city-for-sale-by-kenny-peck-43087935,"24 hours security, Badminton hall, Basketball court, Bbq"
"RM 661,000","Jalan Sibu, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,129 sqft",3 Beds,2 Baths,Completion: 2024,Leasehold,https://www.propertyguru.com.my/property-listing/baron-residence-lake-city-for-sale-by-kenny-peck-60235735,"24 hours security, Badminton hall, Basketball court, Bbq"
"RM 941,000","Jalan Sibu, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,625 sqft",4 Beds,4 Baths,Completion: 2024,Leasehold,https://www.propertyguru.com.my/property-listing/baron-residence-lake-city-for-sale-by-kenny-peck-60235777,"24 hours security, Badminton hall, Basketball court, Bbq"
"RM 280,000","Jalan Tasik Permaisuri 2, Bandar Tun Razak, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",859 sqft,3 Beds,2 Baths,Completion: 2008,Leasehold,https://www.propertyguru.com.my/property-listing/lumayan-apartment-bdr-tasik-permaisuri-for-sale-by-wl-wan-42822519,"24 hours security, Cafes, Laundry, Multi-purpose hall"
"RM 299,000","- Jalan 4/142, Taman Connaught, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",950 sqft,3 Beds,2 Baths,Completion: 2012,Leasehold,https://www.propertyguru.com.my/property-listing/connaught-avenue-for-sale-by-wl-wan-400002054,"24 hours security, Playground, Swimming pool, Wading pool"
"RM 230,000","Lorong D1/5, Desa Aman Puri, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",850 sqft,3 Beds,2 Baths,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/desa-dua-for-sale-by-wl-wan-60338423,"24 hours security, Parking, Retail stores"
"RM 300,000","Jalan Klang Lama, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,142 sqft",3 Beds,2 Baths,Completion: 2005,Freehold,https://www.propertyguru.com.my/property-listing/zamrud-apartment-for-sale-by-wl-wan-60338441,"24 hours security, Covered car park, Perimeter fencing, Playground"
"RM 150,000","Jalan Perdana 2, Taman Indah perdana, Taman Indah Perdana, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",860 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/amber-for-sale-by-wl-wan-60248611,Not Listed
"RM 260,000","- 7, Jalan 5/76E, Desa Pandan, Ampang, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",958 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/delima-j-apartment-for-sale-by-wl-wan-42705105,Retail stores
"RM 260,000","Block M1, Flat, Jalan Persiaran Pandan 1, KL City Centre, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",630 sqft,3 Beds,1 Bath,Completion: 1990,Leasehold,https://www.propertyguru.com.my/property-listing/pandan-jaya-blok-m-for-sale-by-yy-wong-42671428,"Parking, Playground"
"RM 230,000","- Jalan 42/26, Wangsa Maju, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",600 sqft,2 Beds,1 Bath,Apartment,Freehold,https://www.propertyguru.com.my/property-listing/rampai-court-for-sale-by-aaron-ong-43252172,"24 hours security, Basketball court, Bbq, Covered car park"
"RM 238,000","Jalan 3/109C Jalan 3/109C, Taman Abadi Indah, Taman Desa, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",830 sqft,3 Beds,2 Baths,Completion: 1994,Leasehold,https://www.propertyguru.com.my/property-listing/abadi-indah-for-sale-by-horace-cheah-60178294,"Badminton hall, Bbq, Covered car park, Gym"
"RM 320,000","Jalan Impian Indah, Bukit Jalil, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,001 sqft",3 Beds,2 Baths,Completion: 2022,Leasehold,https://www.propertyguru.com.my/property-listing/ppa1m-mercu-jalil-for-sale-by-rashidah-juremi-60360856,"24 hours security, Jogging track, Multi-purpose hall, Parking"
"RM 315,000","- Jalan 1/133, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",950 sqft,3 Beds,2 Baths,Completion: 1993,Leasehold,https://www.propertyguru.com.my/property-listing/avenue-court-for-sale-by-joey-wong-39197231,"24 hours security, Covered car park, Gym, Jogging track"
"RM 350,000","No.1 Jalan Kepong, Kepong, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,001 sqft",3 Beds,2 Baths,Completion: 2008,Leasehold,https://www.propertyguru.com.my/property-listing/vista-mutiara-for-sale-by-lucas-lim-39580548,"24 hours security, Bbq, Covered car park, Landscaped garden"
"RM 700,000","Persiaran Alam Damai, Alam Damai, Cheras, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,238 sqft",5 Beds,2 Baths,Completion: 2019,Leasehold,https://www.propertyguru.com.my/property-listing/riana-south-for-sale-by-elvin-soh-42898489,"24 hours security, Basketball court, Clubhouse, Covered linkways"
"RM 410,000","Suria @ North Kiara Jalan 30/38a, Segambut, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",713 sqft,2 Beds,2 Baths,Completion: 2018,Freehold,https://www.propertyguru.com.my/property-listing/suria-north-kiara-for-sale-by-lucas-lim-37974124,"24 hours security, Bbq, Gym, Multi-purpose hall"
"RM 400,000","Jalan Sentul Pasar, Sentul, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",850 sqft,3 Beds,2 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/sentul-point-for-sale-by-lucas-lim-37972725,"24 hours security, Bbq, Cafes, Covered car park"
"RM 500,000","Jalan Sentul Pasar, Sentul, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,001 sqft",3 Beds,2 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/sentul-point-for-sale-by-lucas-lim-32433725,"24 hours security, Bbq, Cafes, Covered car park"
"RM 390,000","Jalan Sentul Pasar, Sentul, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",720 sqft,2 Beds,2 Baths,Completion: 2020,Freehold,https://www.propertyguru.com.my/property-listing/sentul-point-for-sale-by-clara-loh-60100636,"24 hours security, Bbq, Cafes, Covered car park"
"RM 180,000","Jalan (2 - 6)/116b Kuchai Entrepreneurs Park, Kuchai Lama, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",883 sqft,3 Beds,2 Baths,Apartment,Leasehold,https://www.propertyguru.com.my/property-listing/kuchai-entrepreneurs-park-for-sale-by-tom-foo-42332289,Multi-purpose hall
"RM 255,000","Jalan 1/48g, Sentul, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",689 sqft,2 Beds,2 Baths,Completion: 2023,Freehold,https://www.propertyguru.com.my/property-listing/vista-sentul-residences-for-sale-by-adam-lee-60360421,"Bbq, Cafes, Gym, Landscaped garden"
"RM 410,000","- Jalan 14/155C, Bukit Jalil, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)","1,040 sqft",3 Beds,2 Baths,Completion: 1998,Freehold,https://www.propertyguru.com.my/property-listing/jalil-damai-apartments-for-sale-by-keith-bobo-41619835,"24 hours security, Badminton hall, Bbq, Covered car park"
"RM 280,000","- Jalan Bukit Jalil Indah 4 Taman Ltat, Bukit Jalil, Kuala Lumpur","Listed on Aug 14, 2025 (1d ago)",900 sqft,3 Beds,2 Baths,Completion: 1998,Freehold,https://www.propertyguru.com.my/property-listing/taman-ltat-for-sale-by-keith-bobo-60098690,Parking
"RM 220,000","Jalan 4/27a, Seksyen 2 Wangsa Maju, Wangsa Maju, Kuala Lumpur","Listed on Aug 15, 2025 (5h ago)",653 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/seksyen-2-wangsa-maju-flat-for-sale-by-foong-yun-60360992,Parking
"RM 350,600
Starting from","Seksyen 14, Shah Alam, Selangor","Listed on Jul 17, 2025 (4w ago)",550 sqft,1 Bed,1 Bath,Service Residence,Leasehold,https://www.propertyguru.com.my/property-listing/project/linkar-52-sa-sentral-for-sale-by-perbadanan-kemajuan-negeri-selangor-pkns-60094014?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTI5OTE5LCJhdCI6MTYzLCJidCI6MCwiY20iOjY1ODMwMDI0NCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NTc0MTgxMDMsImRpIjoiNjA0YjkyOGI4YmIxNDM0M2ExMmViZTQ1NjFiYjNmMDYiLCJkaiI6MCwiaWkiOiIxYjVjZmNiOWJkNWE0OTIxOGM5ZjVkYTNkMTRjYmU0MCIsImRtIjozLCJmYyI6OTMxNzI0MjE0LCJmbCI6ODYxMjAwNjgwLCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wZTQwMWMxMzJhMTllY2Y3ZSIsInNwIjozNzI4MDUsInN0IjoxMjM0NTU1LCJ1ayI6ImQ2NGI0OGI5LWU1NjAtNGE2MC04MTFhLTVhOWZkYzcyYTQxNCIsInRzIjoxNzU1MjQ2ODkzNjU5LCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3DoYZ5vbQqkwNXUNUTCpDgm9_pnKI#11755,"24 hours security, Bbq, Bus stop, Community garden"
"RM 145,000","Taman Bukit Segar, Taman Bukit Segar, Cheras, Kuala Lumpur","Listed on Aug 12, 2025 (2d ago)",685 sqft,3 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/taman-bukit-segar-for-sale-by-adi-mohamad-60317878,Not Listed
"RM 450,000","Jalan Gelang, Pudu, KL City Centre, Kuala Lumpur","Listed on Aug 12, 2025 (3d ago)","1,227 sqft",3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/bangunan-tai-seng-for-sale-by-meifen-low-60269505,Not Listed
"RM 175,000","- Off Lorong D1/5, Desa Aman Puri, Kepong, Kuala Lumpur","Listed on Aug 15, 2025 (1h ago)",650 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/desa-satu-for-sale-by-wesley-fu-500026449,Parking
"RM 160,000","- Off Lorong D1/5, Desa Aman Puri, Kepong, Kuala Lumpur","Listed on Aug 15, 2025 (1h ago)",650 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/desa-satu-for-sale-by-wesley-fu-500026426,Parking
"RM 380,000
Starting from","Taman Len Seng, Taman Connaught, Cheras, Kuala Lumpur","Listed on May 27, 2025 (2mo ago)",452 sqft,1 Bed,1 Bath,Completion: 2027,Freehold,https://www.propertyguru.com.my/property-listing/project/the-connaught-one-for-sale-by-uem-sunrise-berhad-37358011?pixelUrl=https%3A%2F%2Fe-11135.adzerk.net%2Fe.gif%3Fe%3DeyJ2IjoiMS4xMyIsImF2Ijo2MTAyNzkwLCJhdCI6MTYzLCJidCI6MCwiY20iOjY1MTEyOTQ2MCwiY2giOjU5NTM0LCJjayI6e30sImNyIjo3NDE4NjUxNTgsImRpIjoiNjA0YjkyOGI4YmIxNDM0M2ExMmViZTQ1NjFiYjNmMDYiLCJkaiI6MSwiaWkiOiIxZjUwMDllMTg2ODQ0MTRlOWRjMjFmODg0NmE5NDkxOSIsImRtIjozLCJmYyI6OTE2MTU2NDg3LCJmbCI6ODUzOTkzOTU1LCJpcCI6IjYwLjQ4LjE2OC45MyIsImt3IjoiNThqb2ssbGlzdGluZy1yZXNpZGVudGlhbCxsaXN0aW5nLXNhbGUtcHJvcC1uIiwibWsiOiJsaXN0aW5nLXNhbGUtcHJvcC1uLDU4am9rIiwibnciOjExMTM1LCJwYyI6MjEwMCwib3AiOjIxMDAsIm1wIjoyMTAwLCJlYyI6MjEwMCwiZ20iOjAsImVwIjpudWxsLCJwciI6MjM1NzE0LCJydCI6MiwicnMiOjUwMCwic2EiOiI4MSIsInNiIjoiaS0wZTQwMWMxMzJhMTllY2Y3ZSIsInNwIjozNzI4MDUsInN0IjoxMjM0NTU1LCJ1ayI6ImQ2NGI0OGI5LWU1NjAtNGE2MC04MTFhLTVhOWZkYzcyYTQxNCIsInRzIjoxNzU1MjQ2ODkzNjYwLCJiZiI6dHJ1ZSwicG4iOiIxLTItMy00LTUiLCJnYyI6dHJ1ZSwiZ0MiOnRydWUsImdzIjoibm9uZSIsInR6IjoiQXNpYS9TaW5nYXBvcmUiLCJmY3BjIjpmYWxzZSwiZXQiOjIwNX0%26s%3Dzv5fhxKhsWhks5M14LG5JgOtFqQ#4567,"24 hours security, Badminton hall, Basketball court, Community garden"
"RM 180,000","Jalan Au3/1, Off Au3, Taman Keramat, Keramat, Kuala Lumpur","Listed on Aug 15, 2025 (1h ago)",550 sqft,2 Beds,1 Bath,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/flat-pkns-au3-for-sale-by-md-syahrul-faez-bin-manan-60365838,Not Listed
"RM 210,000","Jalan Taman Melati 8 Off Jalan Taman Melati, Taman Melati, Setapak, Kuala Lumpur","Listed on Aug 15, 2025 (2h ago)",550 sqft,2 Beds,1 Bath,Flat,Freehold,https://www.propertyguru.com.my/property-listing/flat-taman-melati-blok-c-for-sale-by-norfaizah-ahmad-60032740,"Badminton hall, Playground"
"RM 160,000","Jalan 5/27A (And 11 Others), Wangsa Maju, Kuala Lumpur","Listed on Aug 15, 2025 (2h ago)",550 sqft,2 Beds,1 Bath,Flat,Freehold,https://www.propertyguru.com.my/property-listing/seksyen-4-wangsa-maju-flat-for-sale-by-paul-chia-42745793,Not Listed
"RM 109,000","- Jalan 1/125G, Desa Petaling, Kuala Lumpur","Listed on Aug 15, 2025 (2h ago)",600 sqft,2 Beds,1 Bath,Completion: 2001,Leasehold,https://www.propertyguru.com.my/property-listing/desa-sri-puteri-for-sale-by-sandy-lee-43389576,"24 hours security, Covered car park, Perimeter fencing, Playground"
"RM 265,000","Taman Sungai Besi, Salak Selatan, Kuala Lumpur","Listed on Aug 15, 2025 (4h ago)",900 sqft,3 Beds,2 Baths,Flat,Freehold,https://www.propertyguru.com.my/property-listing/taman-sungai-besi-for-sale-by-joanne-yan-60365172,"Parking, Playground"
"RM 308,000","- Jalan 2/91A, Taman Shamelin Perkasa, Cheras, Kuala Lumpur","Listed on Aug 15, 2025 (4h ago)","1,020 sqft",3 Beds,2 Baths,Flat,Leasehold,https://www.propertyguru.com.my/property-listing/bustan-shamelin-for-sale-by-agnes-chee-37851626,Covered car park
